run,epoch,train_loss,train_acc,val_loss,val_acc
img96_nomp_s2,37,0.0010843181181288937,0.9993485084792608,0.10039865317616425,0.9840492735312697
img96_nomp_s2,38,0.00094682267826276,0.9994472193157364,0.10152126232740079,0.9839703095388502
img96_nomp_s2,39,0.0009490323514046855,0.9994274771484414,0.09979438889084379,0.984444093493367
img96_nomp_s2,40,0.0009817432475958615,0.9994274771484414,0.09904945750347888,0.9840492735312697
img96_nomp_s2,41,0.0009917693378799477,0.9994472193157364,0.09404123962888138,0.9845230574857865
img96_nomp_s2,42,0.0009894853385526634,0.9993879928138512,0.09630482671303925,0.9839703095388502
img96_nomp_s2,43,0.0009750413264187918,0.9993485084792608,0.09397401733322756,0.9840492735312697
img96_nomp_s2,44,0.0009374196888989036,0.9994274771484414,0.09307183833071678,0.9842861655085281
img96_nomp_aug_s1,1,0.7364388423774278,0.8638382721655183,0.1374616880967009,0.9605969677826911
img96_nomp_aug_s1,2,0.14687062802987944,0.9529149310011253,0.0983435962527915,0.9644662034112444
img96_nomp_aug_s1,3,0.10852657371398175,0.9601997907330266,0.07547492198787178,0.9737839545167404
img96_nomp_aug_s1,4,0.07696360884460085,0.9638126073480346,0.06116317711521241,0.9750473783954516
img96_nomp_aug_s1,5,0.10239176486143749,0.961680453280161,0.1263252825974816,0.9625710675931776
img96_nomp_aug_s1,6,0.08665982973785374,0.9640495133555762,0.0648244804328759,0.9783638660770688
img96_nomp_aug_s1,7,0.0774067947105975,0.9674451661303378,0.05629485522307493,0.9755211623499684
img96_nomp_aug_s1,8,0.0637489099465922,0.9700116478787041,0.07338987502053079,0.9757580543272267
img96_nomp_aug_s1,9,0.08325323708722311,0.9668331589441889,0.09366444461494496,0.967150979153506
img96_nomp_aug_s1,10,0.0630707653189981,0.969676031034687,0.05416500225552649,0.9800221099178774
img96_nomp_aug_s1,11,0.05058375219526381,0.9724004501214143,0.05310702663340672,0.9802590018951358
img96_nomp_aug_s1,12,0.07054490388360467,0.9685112431642746,0.08079933073498648,0.975442198357549
img96_nomp_aug_s1,13,0.06278396119373013,0.9693996406925552,0.05752025011014381,0.9767845862286797
img96_nomp_aug_s1,14,0.06790255539611952,0.9715712790950191,0.06081607334687365,0.972520530638029
img96_nomp_aug_s1,15,0.05681704550586415,0.9713343730874775,0.05725098511138273,0.9755211623499684
img96_nomp_aug_s1,16,0.04217157092044187,0.9756381655578149,0.05443337499581494,0.9804169298799748
img96_nomp_aug_s1,17,0.035812462327562064,0.9761317197401931,0.0494068428107321,0.9811276058117498
img96_nomp_aug_s1,18,0.0391520900699437,0.9760922354056029,0.06185432951344704,0.9811276058117498
img96_nomp_aug_s1,19,0.03679111075553469,0.9771583124395397,0.060253078625372825,0.9784428300694883
img96_nomp_aug_s1,20,0.03253754062726247,0.9769016642647029,0.057498526202063215,0.9812065698041693
img96_nomp_aug_s1,21,0.03872426342239105,0.9773952184470811,0.058458425727851614,0.9817593177511055
img96_nomp_aug_s1,22,0.02732776132743862,0.9796655676860205,0.0612976366619937,0.9830227416298168
img96_nomp_aug_s1,23,0.027746435000374207,0.9802775748721695,0.05735633509631052,0.9842861655085281
img96_nomp_aug_s1,24,0.02440298252071388,0.9806724182180719,0.0645978749850812,0.9825489576753
img96_nomp_aug_s1,25,0.02175168471376769,0.9819951434268454,0.06960625403514838,0.9776531901452937
img96_nomp_aug_s1,26,0.022308569501675642,0.9823110181035674,0.05969526816507557,0.9819172457359444
img96_nomp_aug_s1,27,0.01973479561348366,0.9823702446054527,0.06361654338325759,0.9834965255843335
img96_nomp_aug_s1,28,0.019054048027045967,0.9830019939588968,0.0630479865452284,0.9831017056222363
img96_nomp_aug_s1,29,0.019176141178850414,0.9840483288255385,0.07249087166609101,0.9834965255843335
img96_nomp_aug_s1,30,0.018415079314074705,0.9836534854796359,0.06620555059723274,0.9831806696146557
img96_nomp_aug_s1,31,0.016657711959777947,0.9843839456695556,0.06643156673185377,0.9847599494630449
img96_nomp_aug_s1,32,0.017432481683426152,0.9845418830079166,0.07098541149664953,0.9845230574857865
img96_nomp_aug_s1,33,0.01831131722362691,0.984443172171441,0.06573169227722431,0.9841282375236892
img96_nomp_aug_s1,34,0.015154574251165755,0.9851736323613607,0.06831768389486689,0.9849178774478837
img96_nomp_aug_s1,35,0.014750566031249367,0.9855882178745583,0.06966884963324933,0.9851547694251421
img96_nomp_aug_s1,36,0.015527063158809353,0.9852723431978363,0.06323924116646833,0.9847599494630449
img96_nomp_aug_s1,37,0.015905868826563956,0.9850354371902947,0.06797780689484713,0.9846809854706254
img96_nomp_aug_s1,38,0.014367992087206191,0.9863779045663633,0.06730655575585034,0.9848389134554643
img96_nomp_aug_s1,39,0.014996114566468285,0.9851144058594753,0.06945835844413119,0.9849968414403032
img96_nomp_aug_s1,40,0.015057037053118234,0.9854895070380827,0.0704886910289225,0.9850758054327227
img96_nomp_aug_s1,41,0.014765078523575512,0.9856079600418534,0.0694551202844866,0.9850758054327227
img96_nomp_aug_s1,42,0.01521851624089653,0.9860620298896413,0.06885829079023685,0.9851547694251421
img96_nomp_aug_s1,43,0.014162646807719026,0.9861409985588218,0.0684103126939847,0.9849178774478837
img96_nomp_aug_s1,44,0.013922368889619277,0.9864766154028389,0.07002505693217796,0.9849178774478837
img96_nomp_aug_s1,45,0.014635976882988936,0.9854697648707875,0.06956877922883252,0.9853126974099811
img96_nomp_aug_s1,46,0.013209783819970332,0.9864371310682487,0.06754944721651922,0.9846809854706254
img96_nomp_aug_s1,47,0.014165095341050258,0.9860422877223461,0.06910980773344165,0.9846809854706254
img96_nomp_aug_s1,48,0.015679063884358538,0.9847985311827533,0.0683760345937576,0.984602021478206
img96_nomp_aug_s1,49,0.015224744466052867,0.9857658973802144,0.06942577354258368,0.9849968414403032
img96_nomp_aug_s1,50,0.013936873393678906,0.9855684757072631,0.06861209387554684,0.9849178774478837
img96_nomp_aug_s1,51,0.014060601984083682,0.9860422877223461,0.06949515481664084,0.9848389134554643
img96_nomp_aug_s1,52,0.013674681126877943,0.9861015142242315,0.07108117962409531,0.984602021478206
img96_nomp_aug_s1,53,0.013999861637877083,0.9859040925512803,0.06975492616971916,0.9848389134554643
img96_nomp_aug_s1,54,0.014232069177854679,0.9863976467336584,0.0701048242770761,0.9849968414403032
img96_nomp_aug_s1,55,0.013313506258249745,0.9862199672280023,0.06948509799478801,0.9849178774478837
